location,cuisine,competition,demand,rating,price,opportunity_score,normalized_demand
" ILD Trade Centre Mall, Sohna Road",Beverages,1,8.0,3.4,350.0,0.24901878543143818,0.00028650729698272
" ILD Trade Centre Mall, Sohna Road",Cafe,1,8.0,3.4,350.0,0.24901878543143818,0.00028650729698272
" ILD Trade Centre Mall, Sohna Road",Mughlai,1,40.0,2.7,800.0,0.3342214860033877,0.0014325364849136
" ILD Trade Centre Mall, Sohna Road",North Indian,1,40.0,2.7,800.0,0.3342214860033877,0.0014325364849136
"12th Square Building, Banjara Hills",Chinese,1,1124.6666666666667,4.3,1500.0,1.0070787382128357,0.04027815083415406
"12th Square Building, Banjara Hills",Mughlai,1,1124.6666666666667,4.3,1500.0,1.0070787382128357,0.04027815083415406
"12th Square Building, Banjara Hills",North Indian,1,1124.6666666666667,4.3,1500.0,1.0070787382128357,0.04027815083415406
"A Hotel, Gurdev Nagar",Chinese,1,31.0,3.6,800.0,0.4158883083359672,0.00111021577580804
"A Hotel, Gurdev Nagar",Fast Food,1,31.0,3.6,800.0,0.4158883083359672,0.00111021577580804
"A Hotel, Gurdev Nagar",North Indian,1,31.0,3.6,800.0,0.4158883083359672,0.00111021577580804
"ARSS Mall, Paschim Vihar",Chinese,1,23.4,3.1,500.0,0.3301069236709128,0.000838033843674456
"ARSS Mall, Paschim Vihar",Fast Food,1,23.4,3.1,500.0,0.3301069236709128,0.000838033843674456
"ARSS Mall, Paschim Vihar",Mithai,1,23.4,3.1,500.0,0.3301069236709128,0.000838033843674456
"ARSS Mall, Paschim Vihar",North Indian,1,23.4,3.1,500.0,0.3301069236709128,0.000838033843674456
"ARSS Mall, Paschim Vihar",South Indian,1,23.4,3.1,500.0,0.3301069236709128,0.000838033843674456
Aaya Nagar,Cuisine Varies,1,2.0,0.0,500.0,0.0,7.162682424568e-05
"Acropolis Mall, Kasba ",American,1,275.75,4.2,1200.0,0.7872360400224245,0.009875548392873131
"Acropolis Mall, Kasba ",Asian,1,472.5,4.6,1400.0,0.9445566266026737,0.0169218372280419
"Acropolis Mall, Kasba ",Chinese,1,472.5,4.6,1400.0,0.9445566266026737,0.0169218372280419
"Acropolis Mall, Kasba ",Italian,1,275.75,4.2,1200.0,0.7872360400224245,0.009875548392873131
"Acropolis Mall, Kasba ",Mediterranean,1,275.75,4.2,1200.0,0.7872360400224245,0.009875548392873131
"Acropolis Mall, Kasba ",Mexican,1,275.75,4.2,1200.0,0.7872360400224245,0.009875548392873131
Adajan Gam,Asian,1,75.33333333333333,3.9,800.0,0.5635642629351969,0.0026979437132539467
Adajan Gam,Chinese,2,125.58333333333333,3.8499999999999996,850.0,0.5324990938088549,0.004497567672426657
Adajan Gam,Italian,1,50.25,3.8,900.0,0.49865064494901223,0.0017996239591727102
Adajan Gam,Mexican,1,50.25,3.8,900.0,0.49865064494901223,0.0017996239591727102
Adajan Gam,North Indian,1,50.25,3.8,900.0,0.49865064494901223,0.0017996239591727102
Adajan Gam,South Indian,1,70.0,4.1,500.0,0.5825662498623131,0.0025069388485988
Adajan Gam,Thai,1,75.33333333333333,3.9,800.0,0.5635642629351969,0.0026979437132539467
Adchini,Andhra,1,7.666666666666667,4.2,1200.0,0.3023277949094722,0.00027456949294177334
Adchini,Chinese,3,188.33333333333331,3.033333333333333,833.3333333333334,0.397632775695689,0.006744859283134866
Adchini,Continental,2,22.666666666666668,3.8,1350.0,0.34352733816623376,0.0008117706747843734
Adchini,Fast Food,2,110.0,2.95,375.0,0.3969461169677539,0.0039394753335124
Adchini,Goan,1,7.666666666666667,4.2,1200.0,0.3023277949094722,0.00027456949294177334
Adchini,Italian,1,20.0,4.0,1600.0,0.40593632502978977,0.0007162682424568
Adchini,Kerala,1,7.666666666666667,4.2,1200.0,0.3023277949094722,0.00027456949294177334
Adchini,Mediterranean,1,20.0,4.0,1600.0,0.40593632502978977,0.0007162682424568
Adchini,Mughlai,1,8.0,3.1,400.0,0.227046539658076,0.00028650729698272
Adchini,North Indian,5,208.83333333333331,3.02,900.0,0.322917339314904,0.007479034231653086
Adchini,Parsi,1,665.0,4.2,1500.0,0.9101805538756547,0.0238159190616886
Adchini,Pizza,1,66.0,3.7,300.0,0.5185787563915524,0.00236368520010744
Adchini,Seafood,2,22.666666666666668,3.8,1350.0,0.34352733816623376,0.0008117706747843734
Adchini,South Indian,3,197.83333333333331,2.8666666666666667,483.3333333333333,0.3792934649556734,0.007085086698301846
Adchini,Thai,1,7.666666666666667,4.2,1200.0,0.3023277949094722,0.00027456949294177334
"Aditya Mega Mall, Karkardooma",Chinese,1,96.0,3.7,1000.0,0.5642143540154172,0.0034380875637926404
"Aditya Mega Mall, Karkardooma",Continental,1,96.0,3.7,1000.0,0.5642143540154172,0.0034380875637926404
"Aditya Mega Mall, Karkardooma",Fast Food,1,41.5,2.8,700.0,0.3499537137535013,0.00148625660309786
"Aditya Mega Mall, Karkardooma",Finger Food,1,31.0,3.2,600.0,0.36967849629863747,0.00111021577580804
"Aditya Mega Mall, Karkardooma",Mughlai,1,16.0,3.4,800.0,0.3210975123263711,0.00057301459396544
"Aditya Mega Mall, Karkardooma",North Indian,2,112.0,3.55,900.0,0.4794921930408231,0.00401110215775808
